,LotFrontage,LotArea,Street,Alley,Utilities,LotConfig,LandSlope,YearBuilt,YearRemodAdd,HeatingQC,X1stFlrSF,X2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,X3SsnPorch,MoSold,YrSold,ByRR,ByHWY,ByFeeder,ByPositiveFeature,Remodeled,Exterior,HasMasonVeneer,HasBasement,HasGarage,StoneBrook,NorthridgeHeights,Northridge,Crawford,OverallCond2,OverallQual2,ExterQual2,Foundation2,SalePriceT
388,72,7200,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1976,1976,Ex,1125,0,1,0,3,1,6,1,0,10,2009,0,0,0,0,0,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,125000
389,93,9382,Paved,0,All Public Utilities,Cul-de-sac,Gentle Slope,1999,2000,Ex,1479,0,2,0,3,1,6,0,0,7,2008,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,191000
390,96,12474,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2007,2008,Ex,1742,590,2,1,3,1,9,1,0,8,2008,0,0,0,0,1,Vinyl,1,1,1,0,1,0,0,Average,Above Average,Above Average,Poured Concrete,426000
391,50,8405,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,1900,1950,Ex,961,406,1,0,4,1,7,0,0,4,2008,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,119000
392,71,12209,Paved,0,All Public Utilities,Cul-de-sac,Gentle Slope,2001,2002,Ex,804,1157,2,1,3,1,7,1,0,6,2009,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,215000
393,70.04995837,8339,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1959,1959,TA,882,0,1,0,3,1,5,0,0,7,2007,0,0,0,0,0,Metal,1,0,1,0,0,0,0,Above Average,Average,Average,Other,106500
394,70.04995837,7446,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1941,1950,TA,788,0,1,0,2,1,4,2,0,4,2006,0,0,1,0,1,Other,1,1,0,0,0,0,0,Average,Average,Average,Cinder Block,100000
395,60,10134,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1940,1950,Gd,735,299,1,0,2,1,5,0,0,7,2007,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,109000
396,68,9571,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1956,1956,TA,1144,0,1,0,3,1,6,0,0,6,2010,0,0,0,0,0,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,129000
397,60,7200,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1972,1972,TA,894,0,1,0,2,1,6,0,0,9,2009,0,0,0,0,0,Metal,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,123000
398,69,7590,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1962,1962,TA,876,936,2,0,4,1,8,1,0,7,2007,0,0,0,1,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,169500
399,60,8967,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1920,1950,Gd,1077,0,1,0,2,1,6,0,0,11,2007,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Below Average,Below Average,Average,Brick/Tile,67000
400,65,8125,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2006,2007,Ex,1112,438,2,0,2,1,7,0,0,10,2009,0,0,0,0,1,Other,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,241000
401,38,14963,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1996,1996,Ex,1288,0,1,1,1,1,4,2,0,12,2008,0,0,0,0,0,Other,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,245500
402,65,8767,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2005,2005,Ex,1310,0,2,0,3,1,6,1,0,7,2006,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,164990
403,60,10200,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1940,1997,Ex,672,0,1,0,2,1,4,0,0,8,2008,0,0,0,0,1,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Average,Poured Concrete,108000
404,93,12090,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1998,1998,Gd,1165,1098,2,1,4,1,10,1,0,7,2006,0,0,0,0,0,Vinyl,1,1,1,0,0,1,0,Average,Above Average,Above Average,Poured Concrete,258000
405,70.04995837,10364,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1995,1996,Gd,806,766,2,1,3,1,7,1,0,5,2007,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,168000
406,70.04995837,9991,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1976,1993,Ex,1620,0,2,0,3,1,8,1,0,6,2009,0,0,1,0,1,Plywood,1,1,1,0,0,0,0,Below Average,Below Average,Average,Cinder Block,150000
407,51,10480,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1936,1950,Ex,1166,0,1,0,3,1,6,0,0,3,2008,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Average,Average,Average,Brick/Tile,115000
408,63,15576,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1915,1976,Ex,840,840,2,0,4,1,8,0,0,3,2008,0,0,0,0,1,Wood Siding,1,1,1,0,0,0,1,Above Average,Average,Average,Brick/Tile,177000
409,109,14154,Paved,0,All Public Utilities,Corner Log,Gentle Slope,2006,2006,Ex,1071,1101,2,1,3,1,9,1,0,8,2007,0,0,0,0,0,Vinyl,1,1,1,0,1,0,0,Average,Average,Above Average,Poured Concrete,280000
410,85,10800,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2007,2008,Ex,1050,1028,2,1,3,1,8,1,0,4,2008,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,339750
411,68,9571,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1958,1958,TA,1276,0,1,0,3,1,5,0,0,6,2009,0,0,0,0,0,Other,1,1,1,0,0,0,0,Below Average,Below Average,Average,Cinder Block,60000
412,100,34650,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1955,1955,TA,1056,0,1,0,3,1,5,0,0,1,2006,0,0,0,0,0,Wood Siding,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,145000
413,70.04995837,4403,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2009,2009,Ex,1478,0,2,1,2,1,7,1,0,6,2010,0,0,0,0,0,Metal,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,222000
414,56,8960,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,1927,1950,Gd,1028,0,1,0,2,1,5,1,0,3,2010,0,1,0,0,1,Other,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,115000
415,59,11228,Paved,0,All Public Utilities,Cul-de-sac,Gentle Slope,1993,1993,Ex,1080,1017,2,1,3,1,9,1,0,12,2008,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,228000
416,73,8899,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2007,2007,Ex,1340,0,2,0,3,1,6,0,0,8,2007,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,181134
417,74,7844,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1978,1978,TA,672,728,1,1,3,1,6,1,0,3,2006,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,149500
418,86,22420,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1918,1950,TA,1370,1254,2,1,4,1,10,1,0,11,2007,0,0,1,0,1,Wood Siding,1,1,1,0,0,0,1,Above Average,Average,Average,Brick/Tile,239000
419,60,8160,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1940,1950,Fa,756,378,1,1,3,1,7,0,0,4,2007,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,126000
420,65,8450,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1968,1968,Ex,1056,0,1,0,3,1,6,1,0,7,2010,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,142000
421,78,7060,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1997,1998,Ex,1344,0,2,0,2,2,8,0,0,11,2008,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,206300
422,70.04995837,16635,Paved,0,All Public Utilities,Frontage on 2 sides of property,Gentle Slope,1977,2000,Gd,1602,0,2,0,3,1,8,1,0,6,2009,0,0,0,0,1,Other,1,1,1,0,0,0,0,Above Average,Average,Above Average,Cinder Block,215000
423,100,21750,Paved,0,All Public Utilities,Inside Lot,Moderate Slope,1954,1954,Ex,988,0,1,0,2,1,4,0,0,2,2008,0,1,0,0,0,Hard Board,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,113000
424,80,9200,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1998,1998,Gd,1470,1160,2,1,4,1,8,1,0,6,2008,0,0,0,0,0,Vinyl,1,1,1,0,0,1,0,Average,Above Average,Above Average,Poured Concrete,315000
425,72,9000,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1956,1956,Gd,1196,0,1,0,2,1,6,1,0,5,2008,0,0,0,0,0,Wood Siding,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,139000
426,60,3378,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,1946,1992,Gd,707,682,1,1,3,1,6,2,0,9,2009,0,0,0,0,1,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,135000
427,70.04995837,12800,Paved,0,All Public Utilities,Inside Lot,Moderate Slope,1989,1989,Gd,1644,0,2,0,2,1,5,1,0,8,2009,0,0,0,0,0,Wood Siding,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,275000
428,77,8593,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1957,1957,Ex,907,0,1,0,3,1,5,0,0,7,2008,0,0,0,0,0,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,109008
429,64,6762,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2007,2007,Ex,1208,0,2,0,2,1,6,0,0,9,2007,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,195400
430,130,11457,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1988,1988,TA,1412,0,2,0,3,1,6,1,0,3,2009,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,175000
431,21,1680,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1971,1971,TA,483,504,1,1,2,1,4,0,0,7,2008,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,85400
432,60,5586,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1920,1998,Gd,1088,110,1,0,4,1,7,0,0,9,2008,0,0,1,0,1,Metal,1,1,0,0,0,0,0,Above Average,Average,Average,Brick/Tile,79900
433,24,1920,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1971,1971,Ex,765,600,1,1,2,1,6,0,0,8,2007,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,122500
434,100,10839,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1997,1998,Ex,926,678,2,1,3,1,7,1,0,7,2008,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,181000
435,21,1890,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1972,1972,Gd,630,0,1,0,1,1,3,0,0,6,2008,0,0,0,0,0,Other,1,1,0,0,0,0,0,Above Average,Average,Average,Cinder Block,81000
436,43,10667,Paved,0,All Public Utilities,Cul-de-sac,Gentle Slope,1996,1996,Ex,827,834,2,1,3,1,6,1,0,4,2009,0,0,0,1,0,Vinyl,1,1,1,0,0,0,0,Above Average,Average,Above Average,Poured Concrete,212000
437,40,4400,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1920,1950,TA,734,384,1,0,2,1,6,0,0,10,2006,0,0,0,0,1,Other,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,116000
438,50,6000,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1926,2004,Gd,904,0,1,0,2,1,4,0,0,1,2009,0,0,0,0,1,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Above Average,Poured Concrete,119000
439,40,4280,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1913,2002,TA,694,0,1,0,2,1,4,1,0,3,2007,0,0,0,0,1,Other,1,1,1,0,0,0,1,Above Average,Average,Average,Poured Concrete,90350
440,67,12354,Paved,1,All Public Utilities,Corner Log,Gentle Slope,1920,2000,Gd,684,512,1,0,3,1,7,0,0,8,2009,0,0,0,0,1,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,110000
441,105,15431,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2008,2008,Ex,2402,0,2,0,2,1,10,2,0,4,2009,0,0,0,0,0,Vinyl,1,1,1,0,1,0,0,Average,Above Average,Above Average,Poured Concrete,555000
442,92,12108,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1955,1955,TA,1440,0,2,0,4,2,8,0,0,9,2008,0,0,0,0,0,Vinyl,1,1,0,0,0,0,0,Below Average,Below Average,Average,Cinder Block,118000
443,52,6240,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1930,1992,TA,1128,445,2,0,3,1,8,1,0,6,2008,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Poured Concrete,162900
444,53,3922,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2006,2007,Ex,1258,0,2,0,2,1,6,1,0,6,2007,0,0,0,0,1,Other,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,172500
445,70,8750,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1994,1995,Ex,933,975,2,1,4,1,8,1,0,7,2008,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,210000
446,73,9855,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1956,1956,Fa,1689,0,1,0,3,1,7,1,0,11,2009,0,0,0,0,0,Wood Siding,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,127500
447,137,16492,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1966,2002,Ex,1888,0,2,1,2,1,6,1,0,6,2010,0,0,0,0,1,Plywood,1,1,1,0,0,0,0,Above Average,Average,Above Average,Cinder Block,190000
448,70.04995837,11214,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1998,1999,Gd,956,930,2,1,4,1,10,1,0,7,2006,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,199900
449,50,8600,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1937,1950,TA,780,596,2,0,3,1,7,1,0,6,2006,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,119500
450,50,6000,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1948,2002,Ex,679,504,1,1,2,1,6,0,0,6,2007,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,120000
451,70,5684,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1930,2005,Ex,813,0,1,0,2,1,5,0,0,6,2006,0,0,0,0,1,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,110000
452,62,70761,Paved,0,All Public Utilities,Inside Lot,Moderate Slope,1975,1975,TA,1533,0,2,0,2,1,5,2,0,12,2006,0,0,0,0,0,Plywood,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,280000
453,70.04995837,9303,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1996,1997,Ex,888,868,2,1,3,1,7,0,0,7,2007,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,204000
454,75,9000,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2008,2008,Ex,786,804,2,1,3,1,6,0,0,6,2009,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,210000
455,63,9297,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1976,1976,TA,1728,0,2,0,4,2,8,0,0,7,2006,0,0,0,0,0,Plywood,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,188000
456,80,9600,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1973,1973,Fa,1242,0,1,1,3,1,6,1,0,9,2007,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,175500
457,34,4571,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,1916,1950,Fa,624,720,1,0,4,1,7,0,0,5,2008,0,0,0,0,1,Other,1,1,1,0,0,0,0,Average,Average,Average,Brick/Tile,98000
458,70.04995837,53227,Paved,0,All Public Utilities,Cul-de-sac,Moderate Slope,1954,1994,Ex,1663,0,1,0,2,1,6,2,0,3,2008,0,0,0,0,1,Plywood,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,256000
459,70.04995837,5100,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,1925,1996,Fa,833,833,1,0,3,1,7,1,0,6,2008,0,0,0,0,1,Other,1,1,1,0,0,0,0,Above Average,Above Average,Average,Poured Concrete,161000
460,70.04995837,7015,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1950,1950,TA,979,224,1,0,3,1,5,1,0,7,2009,0,0,0,0,0,Metal,1,1,1,0,0,0,0,Below Average,Below Average,Average,Cinder Block,110000
461,75,8004,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2009,2009,Ex,832,1103,2,1,3,1,8,0,0,12,2009,1,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,263435
462,60,7200,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1936,2007,Ex,575,560,1,0,3,1,6,0,0,4,2009,0,0,1,0,1,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Above Average,Poured Concrete,155000
463,60,8281,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1965,1965,Gd,864,0,1,0,3,1,5,1,0,12,2009,0,0,0,0,0,Metal,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,62383
464,74,11988,Paved,0,All Public Utilities,Inside Lot,Moderate Slope,1934,1995,Fa,849,811,1,1,3,1,6,1,0,8,2008,0,0,0,0,1,Other,1,1,1,0,0,0,1,Above Average,Average,Average,Cinder Block,188700
465,60,8430,Paved,0,All Public Utilities,Inside Lot,Moderate Slope,1978,1978,TA,1040,0,2,0,3,1,5,0,0,8,2009,0,0,0,0,0,Hard Board,1,1,0,0,0,0,0,Average,Average,Average,Cinder Block,124000
466,70.04995837,3072,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2004,2004,Ex,1414,0,2,0,2,1,6,1,0,5,2006,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,178740
467,85,10628,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1970,1970,TA,1277,0,1,0,2,1,5,1,0,4,2007,0,0,0,0,0,Plywood,1,1,1,0,0,0,0,Average,Average,Average,Cinder Block,167000
468,79,9480,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1942,1995,Ex,888,756,1,1,3,1,7,2,0,6,2007,0,1,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,146500
469,98,11428,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2006,2006,Ex,1634,0,2,0,3,1,7,1,0,5,2007,0,0,0,0,0,Vinyl,1,1,1,0,1,0,0,Average,Above Average,Above Average,Poured Concrete,250000
470,76,9291,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1993,1993,Ex,832,878,2,1,3,1,7,0,0,6,2008,1,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,187000
471,70.04995837,6820,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1985,1985,TA,1502,0,1,1,1,1,4,0,0,6,2010,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,212000
472,92,11952,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1977,1977,TA,1161,808,2,1,3,1,8,1,0,11,2007,0,0,0,0,0,Plywood,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,190000
473,35,3675,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2005,2005,Ex,1072,0,1,0,2,1,5,0,0,6,2008,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,148000
474,110,14977,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2006,2007,Ex,1976,0,2,0,2,1,7,1,0,7,2007,0,0,0,0,1,Vinyl,1,1,1,0,1,0,0,Average,Above Average,Above Average,Poured Concrete,440000
475,41,5330,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2000,2000,Ex,1652,0,2,0,2,1,6,0,0,8,2007,0,0,0,0,0,Other,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,251000
476,80,8480,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1963,1963,TA,970,0,1,0,2,1,5,0,0,7,2007,0,0,0,0,0,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,132500
477,75,13125,Paved,0,All Public Utilities,Inside Lot,Moderate Slope,1997,1998,Ex,1493,0,2,0,3,1,7,1,0,4,2008,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,208900
478,105,13693,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2006,2006,Ex,2069,574,2,1,3,1,9,1,0,3,2007,0,0,0,0,0,Vinyl,1,1,1,0,1,0,0,Average,Above Average,Above Average,Poured Concrete,380000
479,79,10637,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2007,2008,Ex,1718,0,2,0,3,1,7,1,0,9,2009,0,0,0,0,1,Vinyl,1,1,1,0,0,0,0,Average,Above Average,Above Average,Poured Concrete,297000
480,50,5925,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1937,2000,TA,1131,0,1,0,2,1,7,0,0,3,2007,0,0,0,0,1,Other,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,89471
481,98,16033,Paved,0,All Public Utilities,Frontage on 2 sides of property,Gentle Slope,2004,2005,Ex,1850,0,2,0,3,1,8,1,0,3,2006,0,0,0,0,1,Vinyl,1,1,1,0,1,0,0,Average,Above Average,Above Average,Poured Concrete,326000
482,72,11846,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,2003,2004,Ex,1792,0,2,0,2,1,6,1,0,8,2006,0,0,0,0,1,Vinyl,1,1,1,0,1,0,0,Average,Above Average,Above Average,Poured Concrete,374000
483,50,2500,Paved,1,All Public Utilities,Corner Log,Gentle Slope,1915,2005,Ex,916,910,1,1,4,1,7,1,0,6,2009,0,0,0,0,1,Other,1,1,1,0,0,0,0,Above Average,Average,Above Average,Poured Concrete,155000
484,32,4500,Paved,0,All Public Utilities,Frontage on 2 sides of property,Gentle Slope,1998,1998,Ex,1216,0,2,0,2,1,5,0,0,5,2006,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Average,Poured Concrete,164000
485,70.04995837,7758,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1962,2001,Gd,999,0,1,0,3,1,6,0,0,3,2007,0,0,0,0,1,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,132500
486,80,9600,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1950,2007,Gd,1113,0,1,0,3,1,5,1,0,7,2009,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Above Average,Cinder Block,147000
487,79,10289,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1965,1965,TA,1073,0,1,1,3,1,6,0,0,6,2007,0,0,0,0,0,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,156000
488,70,12243,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1971,1971,Gd,1484,0,2,0,3,1,7,1,0,2,2007,0,0,0,0,0,Plywood,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,175000
489,60,10800,Paved,0,All Public Utilities,Corner Log,Gentle Slope,1900,1970,TA,1766,648,2,0,3,2,10,1,0,5,2006,0,0,0,0,1,Wood Siding,1,1,1,0,0,0,0,Below Average,Below Average,Average,Cinder Block,160000
490,21,1526,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1970,2002,TA,630,0,1,0,1,1,3,0,0,5,2009,0,0,0,0,1,Other,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,86000
491,70.04995837,2665,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1976,1976,TA,616,688,1,1,3,1,4,1,0,6,2008,0,0,0,0,0,Other,1,1,1,0,0,0,0,Above Average,Average,Average,Poured Concrete,115000
492,79,9490,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1941,1950,TA,958,620,1,0,3,1,5,2,0,8,2006,0,1,0,0,1,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,133000
493,105,15578,Paved,0,All Public Utilities,Corner Log,Gentle Slope,2006,2006,Gd,728,728,2,1,3,1,8,0,0,5,2006,0,0,0,0,0,Vinyl,1,1,1,0,0,0,0,Average,Average,Above Average,Poured Concrete,172785
494,70,7931,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1960,1960,TA,1269,0,1,1,3,1,6,1,0,6,2008,0,0,0,0,0,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,155000
495,50,5784,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1938,1996,Gd,886,0,1,0,2,1,4,0,0,12,2009,0,1,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Brick/Tile,91300
496,60,7879,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1920,1950,TA,720,0,1,0,2,1,4,0,0,11,2009,0,0,0,0,1,Wood Siding,1,1,0,0,0,0,0,Average,Average,Average,Cinder Block,34900
497,70.04995837,12692,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1992,1993,Ex,3228,0,3,0,4,1,10,1,0,5,2007,0,0,0,0,1,Other,1,1,1,0,0,1,0,Average,Above Average,Above Average,Poured Concrete,430000
498,60,9120,Paved,1,All Public Utilities,Inside Lot,Gentle Slope,1925,1950,Ex,1133,687,2,0,4,1,8,0,0,6,2008,0,0,0,0,1,Wood Siding,1,1,1,0,0,0,0,Above Average,Average,Average,Poured Concrete,184000
499,65,7800,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1967,2004,Ex,899,0,1,0,3,1,5,0,0,6,2009,0,0,0,0,1,Hard Board,1,1,1,0,0,0,0,Above Average,Average,Average,Poured Concrete,130000
500,70,7535,Paved,0,All Public Utilities,Inside Lot,Gentle Slope,1958,1985,Fa,912,0,1,0,2,1,5,0,0,6,2007,0,0,0,0,1,Metal,1,1,1,0,0,0,0,Above Average,Average,Average,Cinder Block,120000
